            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************
$$SOE
2415665.500000000, A.D. 1901-Oct-08 00:00:00.0000,  7.790935146599702E+08, -2.401054437524267E+08, -2.420847688696995E+06,  3.147457205904630E-02,  8.152565174276786E+08, -4.964664531232964E+03,
2415675.500000000, A.D. 1901-Oct-18 00:00:00.0000,  7.820173791271154E+08, -2.302307365384846E+08,  9.561724763741642E+05,  3.147256171114138E-02,  8.152044452587951E+08, -5.449642296461167E+03,
2415685.500000000, A.D. 1901-Oct-28 00:00:00.0000,  7.847983611777928E+08, -2.203139769279363E+08,  4.333018350042030E+06,  3.147036428019095E-02,  8.151475272520763E+08, -5.933818959218337E+03,
2415695.500000000, A.D. 1901-Nov-07 00:00:00.0000,  7.874359220366242E+08, -2.103569687354408E+08,  7.709072743054777E+06,  3.146798009070011E-02,  8.150857718128746E+08, -6.417115645008923E+03,
2415705.500000000, A.D. 1901-Nov-17 00:00:00.0000,  7.899295463687044E+08, -2.003615232288266E+08,  1.108371831516328E+07,  3.146540949762092E-02,  8.150191881351830E+08, -6.899453535643006E+03,
2415715.500000000, A.D. 1901-Nov-27 00:00:00.0000,  7.922787423681864E+08, -1.903294589016728E+08,  1.445633765487193E+07,  3.146265288629953E-02,  8.149477862002634E+08, -7.380754003449757E+03,
2415725.500000000, A.D. 1901-Dec-07 00:00:00.0000,  7.944830418451513E+08, -1.802626012444594E+08,  1.782631335933135E+07,  3.145971067239249E-02,  8.148715767744806E+08, -7.860938674206947E+03,
2415735.500000000, A.D. 1901-Dec-17 00:00:00.0000,  7.965420003105981E+08, -1.701627825141683E+08,  2.119302811427753E+07,  3.145658330174664E-02,  8.147905714061899E+08, -8.339929533209943E+03,
2415745.500000000, A.D. 1901-Dec-27 00:00:00.0000,  7.984551970601288E+08, -1.600318415017117E+08,  2.455586477406026E+07,  3.145327125026150E-02,  8.147047824221728E+08, -8.817648891003935E+03,
2415755.500000000, A.D. 1902-Jan-06 00:00:00.0000,  8.002222352576314E+08, -1.498716232976020E+08,  2.791420644193748E+07,  3.144977502379121E-02,  8.146142229250981E+08, -9.294019229976737E+03,
2415765.500000000, A.D. 1902-Jan-16 00:00:00.0000,  8.018427420194176E+08, -1.396839790566115E+08,  3.126743655076032E+07,  3.144609515811253E-02,  8.145189067926921E+08, -9.768963028029331E+03,
2415775.500000000, A.D. 1902-Jan-26 00:00:00.0000,  8.033163684986181E+08, -1.294707657619459E+08,  3.461493894410491E+07,  3.144223221895619E-02,  8.144188486785508E+08, -1.024240261504417E+04,
2415785.500000000, A.D. 1902-Feb-05 00:00:00.0000,  8.046427899691287E+08, -1.192338459892852E+08,  3.795609795781281E+07,  3.143818680207600E-02,  8.143140640139302E+08, -1.071426013857703E+04,
2415795.500000000, A.D. 1902-Feb-15 00:00:00.0000,  8.058217059077801E+08, -1.089750876704044E+08,  4.129029850178483E+07,  3.143395953330041E-02,  8.142045690090811E+08, -1.118445766915197E+04,
2415805.500000000, A.D. 1902-Feb-25 00:00:00.0000,  8.068528400746520E+08, -9.869636385535631E+07,  4.461692614206648E+07,  3.142955106855651E-02,  8.140903806538727E+08, -1.165291719776523E+04,
2415815.500000000, A.D. 1902-Mar-07 00:00:00.0000,  8.077359405925930E+08, -8.839955247362892E+07,  4.793536718337939E+07,  3.142496209390999E-02,  8.139715167188247E+08, -1.211956061824729E+04,
2415825.500000000, A.D. 1902-Mar-17 00:00:00.0000,  8.084707800247947E+08, -7.808653609463187E+07,  5.124500875189360E+07,  3.142019332557772E-02,  8.138479957554359E+08, -1.258430986625252E+04,
2415835.500000000, A.D. 1902-Mar-27 00:00:00.0000,  8.090571554498256E+08, -6.775920168675937E+07,  5.454523887814980E+07,  3.141524550988569E-02,  8.137198370950930E+08, -1.304708704475370E+04,
2415845.500000000, A.D. 1902-Apr-06 00:00:00.0000,  8.094948885345365E+08, -5.741944037470739E+07,  5.783544658018897E+07,  3.141011942318801E-02,  8.135870608469729E+08, -1.350781450344641E+04,
2415855.500000000, A.D. 1902-Apr-16 00:00:00.0000,  8.097838256051842E+08, -4.706914719497694E+07,  6.111502194693555E+07,  3.140481587176201E-02,  8.134496878953266E+08, -1.396641488123405E+04,
2415865.500000000, A.D. 1902-Apr-26 00:00:00.0000,  8.099238377171016E+08, -3.671022084958698E+07,  6.438335622188193E+07,  3.139933569169481E-02,  8.133077398965394E+08, -1.442281111184863E+04,
