            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2380476.500000000, A.D. 1805-Jun-04 00:00:00.0000,  5.588014967112331E+08, -5.231521111672193E+08, -2.877758961961997E+08,  2.25323087E+02,  2.30522712E+02,  1.27440435E+02,
2380536.500000000, A.D. 1805-Aug-03 00:00:00.0000,  6.018761316632718E+08, -4.778449011003801E+08, -2.719678213440793E+08,  2.09665156E+02,  2.43284506E+02,  1.29090756E+02,
2380596.500000000, A.D. 1805-Oct-02 00:00:00.0000,  6.409925037378955E+08, -4.293891208379581E+08, -2.543682734269342E+08,  1.92623611E+02,  2.54837441E+02,  1.30809949E+02,
2380656.500000000, A.D. 1805-Dec-01 00:00:00.0000,  6.758481570732136E+08, -3.780736585374842E+08, -2.350752898925380E+08,  1.74391587E+02,  2.65027756E+02,  1.32547795E+02,
2380716.500000000, A.D. 1806-Jan-30 00:00:00.0000,  7.061591162159600E+08, -3.242107863593913E+08, -2.141991252378719E+08,  1.55218141E+02,  2.73715976E+02,  1.34249648E+02,
2380776.500000000, A.D. 1806-Mar-31 00:00:00.0000,  7.316622007726785E+08, -2.681358161654869E+08, -1.918623286311136E+08,  1.35438480E+02,  2.80777528E+02,  1.35858899E+02,
2380836.500000000, A.D. 1806-May-30 00:00:00.0000,  7.521175318601993E+08, -2.102065775474247E+08, -1.681997622626084E+08,  1.15535549E+02,  2.86103604E+02,  1.37319294E+02,
2380896.500000000, A.D. 1806-Jul-29 00:00:00.0000,  7.673112158084935E+08, -1.508026737254634E+08, -1.433585386597894E+08,  9.62704005E+01,  2.89602188E+02,  1.38577034E+02,
2380956.500000000, A.D. 1806-Sep-27 00:00:00.0000,  7.770581960962235E+08, -9.032446097413516E+07, -1.174978517290505E+08,  7.89541931E+01,  2.91199193E+02,  1.39582633E+02,
2381016.500000000, A.D. 1806-Nov-26 00:00:00.0000,  7.812052554944377E+08, -2.919170942026751E+07, -9.078868190455493E+07,  6.58988090E+01,  2.90839643E+02,  1.40292518E+02,
2381076.500000000, A.D. 1807-Jan-25 00:00:00.0000,  7.796341266261191E+08,  3.215810411262093E+07, -6.341334885914909E+07,  6.04331678E+01,  2.88488891E+02,  1.40670392E+02,
2381136.500000000, A.D. 1807-Mar-26 00:00:00.0000,  7.722646555099409E+08,  9.327192425092851E+07, -3.556488205959383E+07,  6.46308496E+01,  2.84133803E+02,  1.40688382E+02,
2381196.500000000, A.D. 1807-May-25 00:00:00.0000,  7.590579711220793E+08,  1.536837137857125E+08, -7.446184640680148E+06,  7.67330156E+01,  2.77783916E+02,  1.40327977E+02,
2381256.500000000, A.D. 1807-Jul-24 00:00:00.0000,  7.400195736494995E+08,  2.129175479154222E+08,  2.073103157930158E+07,  9.33295214E+01,  2.69472537E+02,  1.39580771E+02,
2381316.500000000, A.D. 1807-Sep-22 00:00:00.0000,  7.152022444675967E+08,  2.704912421553696E+08,  4.874756601752125E+07,  1.11926186E+02,  2.59257789E+02,  1.38449012E+02,
2381376.500000000, A.D. 1807-Nov-21 00:00:00.0000,  6.847086719425600E+08,  3.259205267091604E+08,  7.637831988832688E+07,  1.31083919E+02,  2.47223625E+02,  1.36945928E+02,
2381436.500000000, A.D. 1808-Jan-20 00:00:00.0000,  6.486936816053678E+08,  3.787237672132327E+08,  1.033941679996458E+08,  1.49957098E+02,  2.33480923E+02,  1.35095812E+02,
2381496.500000000, A.D. 1808-Mar-20 00:00:00.0000,  6.073659245393103E+08,  4.284271906476660E+08,  1.295641096060058E+08,  1.67998875E+02,  2.18168850E+02,  1.32933806E+02,
2381556.500000000, A.D. 1808-May-19 00:00:00.0000,  5.609888897893834E+08,  4.745705814795637E+08,  1.546576949472496E+08,  1.84820186E+02,  2.01456913E+02,  1.30505350E+02,
2381616.500000000, A.D. 1808-Jul-18 00:00:00.0000,  5.098811177405393E+08,  5.167133574347664E+08,  1.784476994274051E+08,  2.00124829E+02,  1.83548581E+02,  1.27865213E+02,
2381676.500000000, A.D. 1808-Sep-16 00:00:00.0000,  4.544154804415617E+08,  5.544409112037971E+08,  2.007130091614390E+08,  2.13679148E+02,  1.64688201E+02,  1.25076079E+02,
2381736.500000000, A.D. 1808-Nov-15 00:00:00.0000,  3.950174165050355E+08,  5.873710688638092E+08,  2.212416627936068E+08,  2.25297669E+02,  1.45174845E+02,  1.22206636E+02,
2381796.500000000, A.D. 1809-Jan-14 00:00:00.0000,  3.321620447498937E+08,  6.151605090268376E+08,  2.398339868892776E+08,  2.34836262E+02,  1.25390901E+02,  1.19329195E+02,
2381856.500000000, A.D. 1809-Mar-15 00:00:00.0000,  2.663701236078349E+08,  6.375109385126833E+08,  2.563057386824529E+08,  2.42188791E+02,  1.05862740E+02,  1.16516911E+02,
2381916.500000000, A.D. 1809-May-14 00:00:00.0000,  1.982028434434342E+08,  6.541748112446996E+08,  2.704911629025804E+08,  2.47285222E+02,  8.73910546E+01,  1.13840767E+02,
2381976.500000000, A.D. 1809-Jul-13 00:00:00.0000,  1.282555107175315E+08,  6.649603877710122E+08,  2.822458657521387E+08,  2.50090083E+02,  7.13159158E+01,  1.11366567E+02,
2382036.500000000, A.D. 1809-Sep-11 00:00:00.0000,  5.715023781704360E+07,  6.697359354308239E+08,  2.914494069149537E+08,  2.50600686E+02,  5.98943704E+01,  1.09152270E+02,
2382096.500000000, A.D. 1809-Nov-10 00:00:00.0000, -1.447220187536605E+07,  6.684328731010247E+08,  2.980075069036117E+08,  2.48844788E+02,  5.60210003E+01,  1.07246006E+02,
2382156.500000000, A.D. 1810-Jan-09 00:00:00.0000, -8.596115174893272E+07,  6.610477222813675E+08,  3.018537873578166E+08,  2.44877609E+02,  6.08427412E+01,  1.05685041E+02,
2382216.500000000, A.D. 1810-Mar-10 00:00:00.0000, -1.566652294409584E+08,  6.476427666673452E+08,  3.029509759474629E+08,  2.38778310E+02,  7.21859383E+01,  1.04495841E+02,
2382276.500000000, A.D. 1810-May-09 00:00:00.0000, -2.259415870405735E+08,  6.283453731701174E+08,  3.012915284015454E+08,  2.30646185E+02,  8.70277393E+01,  1.03695115E+02,
2382336.500000000, A.D. 1810-Jul-08 00:00:00.0000, -2.931649969283342E+08,  6.033459696920298E+08,  2.968976365141712E+08,  2.20596958E+02,  1.03347832E+02,  1.03291527E+02,
2382396.500000000, A.D. 1810-Sep-06 00:00:00.0000, -3.577364970220916E+08,  5.728947730524666E+08,  2.898206374350539E+08,  2.08759800E+02,  1.20035295E+02,  1.03287555E+02,
2382456.500000000, A.D. 1810-Nov-05 00:00:00.0000, -4.190913295212063E+08,  5.372973798427343E+08,  2.801398487051151E+08,  1.95275854E+02,  1.36475948E+02,  1.03680999E+02,
2382516.500000000, A.D. 1811-Jan-04 00:00:00.0000, -4.767059691113506E+08,  4.969093864034980E+08,  2.679608815799928E+08,  1.80299452E+02,  1.52306259E+02,  1.04465689E+02,
2382576.500000000, A.D. 1811-Mar-05 00:00:00.0000, -5.301040743770732E+08,  4.521302371921155E+08,  2.534135041857091E+08,  1.64003950E+02,  1.67292666E+02,  1.05631213E+02,
2382636.500000000, A.D. 1811-May-04 00:00:00.0000, -5.788612654004505E+08,  4.033965355176289E+08,  2.366491496571729E+08,  1.46595879E+02,  1.81271929E+02,  1.07161782E+02,
2382696.500000000, A.D. 1811-Jul-03 00:00:00.0000, -6.226086519337730E+08,  3.511750343719552E+08,  2.178381579479447E+08,  1.28345262E+02,  1.94119758E+02,  1.09034535E+02,
2382756.500000000, A.D. 1811-Sep-01 00:00:00.0000, -6.610351343079295E+08,  2.959555222010849E+08,  1.971668478845745E+08,  1.09650492E+02,  2.05733261E+02,  1.11217801E+02,
2382816.500000000, A.D. 1811-Oct-31 00:00:00.0000, -6.938885237346451E+08,  2.382438160554574E+08,  1.748345198984064E+08,  9.11829780E+01,  2.16020763E+02,  1.13669799E+02,
2382876.500000000, A.D. 1811-Dec-30 00:00:00.0000, -7.209755721329854E+08,  1.785550330015951E+08,  1.510504736918972E+08,  7.42169262E+01,  2.24896019E+02,  1.16338145E+02,
2382936.500000000, A.D. 1812-Feb-28 00:00:00.0000, -7.421610229195275E+08,  1.174072780547674E+08,  1.260311126643827E+08,  6.12801845E+01,  2.32275334E+02,  1.19160353E+02,
2382996.500000000, A.D. 1812-Apr-28 00:00:00.0000, -7.573658398360014E+08,  5.531585516015559E+07,  9.999719861772200E+07,  5.64940995E+01,  2.38076715E+02,  1.22065323E+02,
2383056.500000000, A.D. 1812-Jun-27 00:00:00.0000, -7.665647579073073E+08, -7.211917488889088E+06,  7.317130770325036E+07,  6.27278883E+01,  2.42220514E+02,  1.24975614E+02,
2383116.500000000, A.D. 1812-Aug-26 00:00:00.0000, -7.697832998200487E+08, -6.968125298574004E+07,  4.577551591305279E+07,  7.79750897E+01,  2.44631086E+02,  1.27810251E+02,
2383176.500000000, A.D. 1812-Oct-25 00:00:00.0000, -7.670944081317060E+08, -1.316137939656039E+08,  1.802933357779827E+07,  9.84674455E+01,  2.45239139E+02,  1.30487790E+02,
2383236.500000000, A.D. 1812-Dec-24 00:00:00.0000, -7.586148366469861E+08, -1.925508704767175E+08, -9.852099417647948E+06,  1.21732039E+02,  2.43984478E+02,  1.32929382E+02,
2383296.500000000, A.D. 1813-Feb-22 00:00:00.0000, -7.445014031543175E+08, -2.520561460841450E+08, -3.765956114780408E+07,  1.46456825E+02,  2.40818926E+02,  1.35061674E+02,
2383356.500000000, A.D. 1813-Apr-23 00:00:00.0000, -7.249472108051474E+08, -3.097177033643284E+08, -6.519104965840344E+07,  1.71901549E+02,  2.35709296E+02,  1.36819440E+02,
2383416.500000000, A.D. 1813-Jun-22 00:00:00.0000, -7.001779222338250E+08, -3.651496225124858E+08, -9.225285440586346E+07,  1.97585389E+02,  2.28640385E+02,  1.38147895E+02,
2383476.500000000, A.D. 1813-Aug-21 00:00:00.0000, -6.704481569816312E+08, -4.179931086524465E+08, -1.186604152705646E+08,  2.23149475E+02,  2.19618098E+02,  1.39004704E+02,
2383536.500000000, A.D. 1813-Oct-20 00:00:00.0000, -6.360380441577320E+08, -4.679172287254677E+08, -1.442389933845155E+08,  2.48296152E+02,  2.08672967E+02,  1.39361722E+02,
2383596.500000000, A.D. 1813-Dec-19 00:00:00.0000, -5.972499834076310E+08, -5.146193291667067E+08, -1.688241788316022E+08,  2.72761200E+02,  1.95864699E+02,  1.39206527E+02,
2383656.500000000, A.D. 1814-Feb-17 00:00:00.0000, -5.544056280405021E+08, -5.578251813251941E+08, -1.922622556466808E+08,  2.96300880E+02,  1.81288919E+02,  1.38543803E+02,
2383716.500000000, A.D. 1814-Apr-18 00:00:00.0000, -5.078431000673081E+08, -5.972889125203527E+08, -2.144104488239946E+08,  3.18686031E+02,  1.65088531E+02,  1.37396631E+02,
2383776.500000000, A.D. 1814-Jun-17 00:00:00.0000, -4.579144344262630E+08, -6.327927722564225E+08, -2.351370751290096E+08,  3.39699680E+02,  1.47474809E+02,  1.35807704E+02,
2383836.500000000, A.D. 1814-Aug-16 00:00:00.0000, -4.049832588693911E+08, -6.641467852733061E+08, -2.543216198910816E+08,  3.59136457E+02,  1.28769827E+02,  1.33840474E+02,
2383896.500000000, A.D. 1814-Oct-15 00:00:00.0000, -3.494226884592119E+08, -6.911883141530321E+08, -2.718547529961517E+08,  3.76802928E+02,  1.09498070E+02,  1.31580104E+02,
2383956.500000000, A.D. 1814-Dec-14 00:00:00.0000, -2.916134182304689E+08, -7.137815769782770E+08, -2.876383047338053E+08,  3.92518404E+02,  9.05954236E+01,  1.29134027E+02,
2384016.500000000, A.D. 1815-Feb-12 00:00:00.0000, -2.319420007546323E+08, -7.318171471325886E+08, -3.015852151508039E+08,  4.06115952E+02,  7.38801832E+01,  1.26631709E+02,
2384076.500000000, A.D. 1815-Apr-13 00:00:00.0000, -1.707992890033669E+08, -7.452114564047874E+08, -3.136194687123747E+08,  4.17443486E+02,  6.28249460E+01,  1.24223019E+02,
2384136.500000000, A.D. 1815-Jun-12 00:00:00.0000, -1.085790152092705E+08, -7.539063142998054E+08, -3.236760225692565E+08,  4.26364842E+02,  6.20669265E+01,  1.22074401E+02,
2384196.500000000, A.D. 1815-Aug-11 00:00:00.0000, -4.567648633033398E+07, -7.578684696663389E+08, -3.317007416182734E+08,  4.32760812E+02,  7.29363551E+01,  1.20361975E+02,
2384256.500000000, A.D. 1815-Oct-10 00:00:00.0000,  1.751262453776601E+07, -7.570892195655457E+08, -3.376503453640996E+08,  4.36530124E+02,  9.19515918E+01,  1.19261022E+02,
2384316.500000000, A.D. 1815-Dec-09 00:00:00.0000,  8.059341701670410E+07, -7.515840688516549E+08, -3.414923703349164E+08,  4.37590352E+02,  1.15410041E+02,  1.18932068E+02,
2384376.500000000, A.D. 1816-Feb-07 00:00:00.0000,  1.431728608414572E+08, -7.413924501513480E+08, -3.432051546942609E+08,  4.35878767E+02,  1.41155353E+02,  1.19505161E+02,
2384436.500000000, A.D. 1816-Apr-07 00:00:00.0000,  2.048608667378485E+08, -7.265775101198076E+08, -3.427778500039653E+08,  4.31353163E+02,  1.68021460E+02,  1.21065304E+02,
2384496.500000000, A.D. 1816-Jun-06 00:00:00.0000,  2.652713572653191E+08, -7.072259494899688E+08, -3.402104569227350E+08,  4.23992650E+02,  1.95308147E+02,  1.23642537E+02,
2384556.500000000, A.D. 1816-Aug-05 00:00:00.0000,  3.240233619068103E+08, -6.834479189916795E+08, -3.355138878308842E+08,  4.13798458E+02,  2.22531692E+02,  1.27209258E+02,
2384616.500000000, A.D. 1816-Oct-04 00:00:00.0000,  3.807421605435111E+08, -6.553769662187095E+08, -3.287100569766213E+08,  4.00794788E+02,  2.49315271E+02,  1.31685123E+02,
2384676.500000000, A.D. 1816-Dec-03 00:00:00.0000,  4.350604878683011E+08, -6.231700232004583E+08, -3.198319952767255E+08,  3.85029788E+02,  2.75339281E+02,  1.36947569E+02,
2384736.500000000, A.D. 1817-Feb-01 00:00:00.0000,  4.866198278562561E+08, -5.870074128675008E+08, -3.089239819177558E+08,  3.66576720E+02,  3.00317805E+02,  1.42844805E+02,
2384796.500000000, A.D. 1817-Apr-02 00:00:00.0000,  5.350718182254336E+08, -5.470928731761109E+08, -2.960416951487293E+08,  3.45535530E+02,  3.23987136E+02,  1.49208355E+02,
2384856.500000000, A.D. 1817-Jun-01 00:00:00.0000,  5.800797788669100E+08, -5.036535715570566E+08, -2.812523715221523E+08,  3.22035112E+02,  3.46100242E+02,  1.55863361E+02,
2384916.500000000, A.D. 1817-Jul-31 00:00:00.0000,  6.213203804780587E+08, -4.569400880353514E+08, -2.646349652733712E+08,  2.96236885E+02,  3.66424363E+02,  1.62636069E+02,
2384976.500000000, A.D. 1817-Sep-29 00:00:00.0000,  6.584854739938800E+08, -4.072263384199582E+08, -2.462802972029316E+08,  2.68340876E+02,  3.84740348E+02,  1.69358764E+02,
2385036.500000000, A.D. 1817-Nov-28 00:00:00.0000,  6.912840902633560E+08, -3.548094169785014E+08, -2.262911856378728E+08,  2.38596972E+02,  4.00843054E+02,  1.75872753E+02,
2385096.500000000, A.D. 1818-Jan-27 00:00:00.0000,  7.194446104799474E+08, -3.000093132389928E+08, -2.047825382483716E+08,  2.07327363E+02,  4.14542389E+02,  1.82030064E+02,
2385156.500000000, A.D. 1818-Mar-28 00:00:00.0000,  7.427171206048162E+08, -2.431684699556537E+08, -1.818813916326903E+08,  1.74975550E+02,  4.25664813E+02,  1.87694389E+02,
2385216.500000000, A.D. 1818-May-27 00:00:00.0000,  7.608759473184777E+08, -1.846511439436016E+08, -1.577268818075727E+08,  1.42224963E+02,  4.34055143E+02,  1.92741668E+02,
2385276.500000000, A.D. 1818-Jul-26 00:00:00.0000,  7.737223578594189E+08, -1.248425273005492E+08, -1.324701241971618E+08,  1.10321732E+02,  4.39578568E+02,  1.97060547E+02,
2385336.500000000, A.D. 1818-Sep-24 00:00:00.0000,  7.810874078325909E+08, -6.414757656117368E+07, -1.062739777882636E+08,  8.20400917E+01,  4.42122803E+02,  2.00552873E+02,
2385396.500000000, A.D. 1818-Nov-23 00:00:00.0000,  7.828349153561856E+08, -2.989510086842098E+06, -7.931267443314320E+07,  6.41327649E+01,  4.41600336E+02,  2.03134287E+02,
2385456.500000000, A.D. 1819-Jan-22 00:00:00.0000,  7.788645156874098E+08,  5.819207054129171E+07, -5.177128882111503E+07,  6.65883977E+01,  4.37950703E+02,  2.04734963E+02,
2385516.500000000, A.D. 1819-Mar-23 00:00:00.0000,  7.691147336228803E+08,  1.189434813013556E+08, -2.384502171524633E+07,  8.78122142E+01,  4.31142735E+02,  2.05300493E+02,
2385576.500000000, A.D. 1819-May-22 00:00:00.0000,  7.535660212214869E+08,  1.787997225723398E+08,  4.261726738205438E+06,  1.17719361E+02,  4.21176739E+02,  2.04792915E+02,
2385636.500000000, A.D. 1819-Jul-21 00:00:00.0000,  7.322436738851160E+08,  2.372877330763890E+08,  3.233651179880516E+07,  1.50611279E+02,  4.08086561E+02,  2.03191886E+02,
2385696.500000000, A.D. 1819-Sep-19 00:00:00.0000,  7.052205239774803E+08,  2.939301586222324E+08,  6.016024961353253E+07,  1.84108585E+02,  3.91941471E+02,  2.00495971E+02,
2385756.500000000, A.D. 1819-Nov-18 00:00:00.0000,  6.726193059940221E+08,  3.482496393250480E+08,  8.750888511790606E+07,  2.17041874E+02,  3.72847855E+02,  1.96724048E+02,
2385816.500000000, A.D. 1820-Jan-17 00:00:00.0000,  6.346145829541538E+08,  3.997736082364299E+08,  1.141553296810317E+08,  2.48691217E+02,  3.50950763E+02,  1.91916837E+02,
2385876.500000000, A.D. 1820-Mar-17 00:00:00.0000,  5.914340988878114E+08,  4.480395508615615E+08,  1.398716609012204E+08,  2.78531489E+02,  3.26435437E+02,  1.86138556E+02,
2385936.500000000, A.D. 1820-May-16 00:00:00.0000,  5.433594261433955E+08,  4.926006798491506E+08,  1.644315764220414E+08,  3.06139558E+02,  2.99529225E+02,  1.79478752E+02,
2385996.500000000, A.D. 1820-Jul-15 00:00:00.0000,  4.907257978239206E+08,  5.330319292949287E+08,  1.876130701214423E+08,  3.31158114E+02,  2.70504786E+02,  1.72054361E+02,
2386056.500000000, A.D. 1820-Sep-13 00:00:00.0000,  4.339210047835835E+08,  5.689361491710020E+08,  2.092012905207334E+08,  3.53281583E+02,  2.39686663E+02,  1.64012072E+02,
2386116.500000000, A.D. 1820-Nov-12 00:00:00.0000,  3.733832628166534E+08,  5.999503485386806E+08,  2.289915235847197E+08,  3.72251351E+02,  2.07466045E+02,  1.55531030E+02,
2386176.500000000, A.D. 1821-Jan-11 00:00:00.0000,  3.095979881455071E+08,  6.257518304783906E+08,  2.467922355061262E+08,  3.87855007E+02,  1.74336046E+02,  1.46825770E+02,
2386236.500000000, A.D. 1821-Mar-12 00:00:00.0000,  2.430934675091167E+08,  6.460640229207420E+08,  2.624280909285161E+08,  3.99927108E+02,  1.40982075E+02,  1.38148945E+02,
2386296.500000000, A.D. 1821-May-11 00:00:00.0000,  1.744354277639345E+08,  6.606617987590278E+08,  2.757428547272885E+08,  4.08350188E+02,  1.08536596E+02,  1.29792594E+02,
2386356.500000000, A.D. 1821-Jul-10 00:00:00.0000,  1.042205764180457E+08,  6.693760966947681E+08,  2.866020852475150E+08,  4.13055298E+02,  7.93747402E+01,  1.22085390E+02,
2386416.500000000, A.D. 1821-Sep-08 00:00:00.0000,  3.306923810796647E+07,  6.720976613308924E+08,  2.948955269232786E+08,  4.14021680E+02,  5.94175156E+01,  1.15381416E+02,
2386476.500000000, A.D. 1821-Nov-07 00:00:00.0000, -3.838274537493598E+07,  6.687797261000787E+08,  3.005391076400496E+08,  4.11275350E+02,  5.88508783E+01,  1.10034853E+02,
2386536.500000000, A.D. 1822-Jan-06 00:00:00.0000, -1.094926499595958E+08,  6.594395193261421E+08,  3.034764667645024E+08,  4.04886578E+02,  7.74315414E+01,  1.06357070E+02,
2386596.500000000, A.D. 1822-Mar-07 00:00:00.0000, -1.796197917252076E+08,  6.441585161828960E+08,  3.036799551446866E+08,  3.94966366E+02,  1.04573880E+02,  1.04561455E+02,
2386656.500000000, A.D. 1822-May-06 00:00:00.0000, -2.481344722966526E+08,  6.230814089112601E+08,  3.011510694248708E+08,  3.81662179E+02,  1.34226920E+02,  1.04714719E+02,
2386716.500000000, A.D. 1822-Jul-05 00:00:00.0000, -3.144266824163192E+08,  5.964138041622174E+08,  2.959202969432925E+08,  3.65153240E+02,  1.64048662E+02,  1.06719433E+02,
2386776.500000000, A.D. 1822-Sep-03 00:00:00.0000, -3.779143202297015E+08,  5.644187487555463E+08,  2.880463920694839E+08,  3.45645910E+02,  1.93001127E+02,  1.10339301E+02,
2386836.500000000, A.D. 1822-Nov-02 00:00:00.0000, -4.380506790897436E+08,  5.274122049668409E+08,  2.776151143538293E+08,  3.23369713E+02,  2.20521185E+02,  1.15254083E+02,
2386896.500000000, A.D. 1823-Jan-01 00:00:00.0000, -4.943310222898329E+08,  4.857576387544854E+08,  2.647374819461745E+08,  2.98574820E+02,  2.46251971E+02,  1.21118007E+02,
2386956.500000000, A.D. 1823-Mar-02 00:00:00.0000, -5.462980974281623E+08,  4.398599155565414E+08,  2.495476117107706E+08,  2.71532195E+02,  2.69943578E+02,  1.27602412E+02,
